Income,Age,HasDebt,IsEthnicMinority,LanguageAtHome,MaritalStatus,SchoolDegree,SchoolMajor,CityPopulation,CountryCitizen,CountryLive,EmploymentField,EmploymentStatus,Gender,IsSoftwareDev
15000,20,0,1,Tagalog,NA,high school diploma or equivalent (GED),NA,more than 1 million,United States of America,United States of America,sales,Employed for wages,female,0
7000,29,0,0,Russian,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Physics,"between 100,000 and 1 million",Russia,Russia,software development and IT,Self-employed business owner,male,0
12000,26,0,0,Bengali,"single, never married",bachelor's degree,Mechanical Engineering,more than 1 million,India,India,software development and IT,Employed for wages,male,0
15000,30,0,1,Vietnamese,"single, never married",bachelor's degree,Computer Science,"between 100,000 and 1 million",Vietnam,United States of America,software development and IT,Self-employed freelancer,male,0
NA,31,0,0,English,NA,"trade, technical, or vocational training",NA,"between 100,000 and 1 million",Bulgaria,Japan,NA,Not working but looking for work,male,0
85000,37,1,0,English,married or domestic partnership,bachelor's degree,Information Systems,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,21,1,1,Somali,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,male,0
NA,34,0,1,Russian,married or domestic partnership,bachelor's degree,Medicine,more than 1 million,India,Russia,NA,Not working but looking for work,male,0
7000,24,1,0,Russian,NA,"some college credit, no degree",NA,more than 1 million,Kyrgyzstan,United States of America,transportation,Employed for wages,male,0
37000,29,0,0,English,NA,master's degree (non-professional),Physics,"less than 100,000",United States of America,United States of America,education,Employed for wages,female,0
30000,43,0,0,Mandarin Chinese,NA,bachelor's degree,General Studies,more than 1 million,Taiwan,Taiwan,health care,Self-employed freelancer,male,NA
NA,21,0,1,English,NA,"some college credit, no degree",NA,more than 1 million,NA,Sri Lanka,NA,Not working and not looking for work,male,0
20000,37,1,0,English,NA,bachelor's degree,Communications,"less than 100,000",United States of America,United States of America,software development and IT,Self-employed freelancer,male,0
NA,23,0,0,Spanish,NA,bachelor's degree,Computer Programming,more than 1 million,Argentina,Argentina,NA,Not working but looking for work,male,0
NA,33,1,0,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,0
NA,24,0,0,English,NA,bachelor's degree,Biomedical Science,more than 1 million,Australia,Australia,NA,Not working but looking for work,male,0
130000,35,1,0,English,married or domestic partnership,"trade, technical, or vocational training",NA,"less than 100,000",United States of America,United States of America,construction and extraction,Employed for wages,male,0
48000,23,1,0,English,NA,bachelor's degree,Finance,"between 100,000 and 1 million",United States of America,United States of America,finance,Employed for wages,male,0
20000,25,1,0,English,NA,bachelor's degree,Engineering,"between 100,000 and 1 million",New Zealand,New Zealand,NA,Employed for wages,male,0
32000,24,1,0,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,NA
70000,39,1,0,English,married or domestic partnership,bachelor's degree,Political Science,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,female,0
80000,26,1,1,English,NA,"trade, technical, or vocational training",NA,more than 1 million,United Kingdom,United Arab Emirates,construction and extraction,Employed for wages,male,0
NA,17,0,0,English,NA,some high school,NA,more than 1 million,India,India,NA,Not working but looking for work,female,0
NA,57,1,0,English,NA,"trade, technical, or vocational training",NA,"between 100,000 and 1 million",United States of America,NA,NA,NA,male,0
NA,23,1,0,English,NA,bachelor's degree,Information Technology,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,0
38000,34,1,0,English,NA,high school diploma or equivalent (GED),NA,more than 1 million,Australia,Australia,office and administrative support,Employed for wages,male,0
NA,61,0,0,English,NA,associate's degree,Business Administration,"less than 100,000",United States of America,United States of America,NA,Retired,female,0
NA,31,1,0,English,married or domestic partnership,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,0
NA,20,0,0,Telugu,NA,bachelor's degree,Computer Science,more than 1 million,India,India,NA,Not working but looking for work,male,0
NA,24,0,1,Khmer,NA,associate's degree,Graphic Design,"between 100,000 and 1 million",Canada,Canada,NA,Not working but looking for work,male,0
NA,26,0,0,Tamil,NA,"professional degree (MBA, MD, JD, etc.)",Engineering,more than 1 million,India,India,software development and IT,Employed for wages,male,0
8500,28,1,0,Hindi,"single, never married",high school diploma or equivalent (GED),NA,more than 1 million,India,India,software development and IT,Employed for wages,male,0
12000,25,1,0,English,"single, never married","some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,27,0,1,French,NA,bachelor's degree,Communications,more than 1 million,NA,Canada,NA,Not working but looking for work,male,0
45000,31,1,0,English,NA,master's degree (non-professional),International Relations,"between 100,000 and 1 million",Colombia,United States of America,office and administrative support,Employed for wages,female,0
NA,24,0,0,Kannada,NA,master's degree (non-professional),Physics,"between 100,000 and 1 million",India,India,NA,Not working but looking for work,male,0
NA,15,0,0,English,NA,some high school,NA,"between 100,000 and 1 million",NA,Australia,NA,NA,male,0
40000,28,0,0,English,NA,bachelor's degree,Liberal Arts,"between 100,000 and 1 million",United States of America,United States of America,"arts, entertainment, sports, or media",Employed for wages,male,0
6000,29,1,0,Russian,married or domestic partnership,associate's degree,Mechanical Engineering,more than 1 million,Russia,Russia,architecture or physical engineering,Employed for wages,male,0
NA,19,0,0,Dutch,NA,bachelor's degree,Computer Science,"less than 100,000",Belgium,Belgium,NA,NA,male,0
NA,37,0,1,English,NA,associate's degree,Business Administration,more than 1 million,Italy,Belgium,NA,Not working but looking for work,male,0
NA,27,1,1,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,0
NA,24,1,0,Spanish,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",Costa Rica,Costa Rica,NA,Not working but looking for work,agender,0
NA,48,1,1,Russian,married or domestic partnership,"some college credit, no degree",NA,more than 1 million,Russia,Russia,NA,Not working but looking for work,male,0
22000,54,1,0,Greek,married or domestic partnership,bachelor's degree,Math,more than 1 million,Greece,Greece,software development and IT,Employed for wages,male,0
30000,33,1,0,German,NA,bachelor's degree,English,more than 1 million,Germany,Germany,software development and IT,Employed for wages,female,0
NA,25,0,1,English,NA,bachelor's degree,Education,more than 1 million,United States of America,United States of America,NA,Not working and not looking for work,female,0
40000,30,0,0,Arabic,NA,Ph.D.,Biomedical Engineering,"between 100,000 and 1 million",Lebanon,Lebanon,education,Employed for wages,male,0
NA,19,1,0,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,NA,NA,NA,male,0
NA,21,0,0,Hindi,NA,some high school,NA,more than 1 million,India,India,NA,Not working but looking for work,male,0
NA,26,0,0,Czech,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",Czech Republic,Czech Republic,NA,Not working but looking for work,male,0
24000,33,0,0,Turkish,"single, never married",master's degree (non-professional),Business Administration,more than 1 million,Turkey,Turkey,finance,Employed for wages,male,0
12000,32,0,0,Polish,NA,Ph.D.,Information Technology,"less than 100,000",Poland,Poland,software development and IT,Employed for wages,male,0
20000,30,1,0,Romanian,"single, never married",master's degree (non-professional),Information Technology,"between 100,000 and 1 million",Romania,Romania,software development and IT,Employed for wages,male,0
