Age,CityPopulation,CountryCitizen,CountryLive,EmploymentField,EmploymentStatus,Gender,HasDebt,Income,IsEthnicMinority,LanguageAtHome,MaritalStatus,SchoolDegree,SchoolMajor,IsSoftwareDev
30,"between 100,000 and 1 million",Portugal,Portugal,NA,Not working but looking for work,male,0,NA,0,Portuguese,NA,master's degree (non-professional),Educational Research,0
50,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,0,NA,0,English,NA,bachelor's degree,Computer Science,0
49,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,23000,0,English,NA,bachelor's degree,Computer Science,0
26,more than 1 million,United States of America,United States of America,NA,Unable to work,trans,0,NA,0,English,NA,bachelor's degree,English,0
30,"between 100,000 and 1 million",United States of America,United States of America,education,Employed for wages,female,1,NA,0,English,NA,master's degree (non-professional),Theology,0
42,"less than 100,000",United States of America,United States of America,NA,A stay-at-home parent or homemaker,female,1,NA,0,English,NA,"some college credit, no degree",NA,0
31,"less than 100,000",Ukraine,United States of America,software development and IT,Employed for wages,female,0,24000,0,Ukrainian,NA,"professional degree (MBA, MD, JD, etc.)",Economics,0
41,more than 1 million,Great Britain,Great Britain,NA,A stay-at-home parent or homemaker,female,1,NA,0,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",History,0
34,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,1,40000,0,English,married or domestic partnership,master's degree (non-professional),Painting,0
25,"less than 100,000",United States of America,United States of America,NA,Employed for wages,agender,1,23000,0,English,NA,bachelor's degree,Environmental Studies,0
49,more than 1 million,United States of America,United States of America,food and beverage,Employed for wages,female,1,58000,1,English,NA,bachelor's degree,Computational and Applied Mathematics,0
27,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,female,1,NA,1,English,NA,bachelor's degree,Communications,0
66,"less than 100,000",United States of America,United States of America,NA,Retired,female,0,NA,0,English,NA,bachelor's degree,Anthropology,0
35,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,40000,1,English,NA,high school diploma or equivalent (GED),NA,0
18,"less than 100,000",Canada,Canada,"arts, entertainment, sports, or media",Self-employed freelancer,male,0,7600,0,English,NA,some high school,NA,0
29,"between 100,000 and 1 million",United States of America,United States of America,office and administrative support,Employed for wages,female,1,27000,0,English,NA,"some college credit, no degree",NA,0
20,"less than 100,000",United States of America,United States of America,NA,A stay-at-home parent or homemaker,female,1,NA,1,English,"single, never married","trade, technical, or vocational training",NA,0
31,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,55000,0,English,married or domestic partnership,associate's degree,Art Studies,0
28,more than 1 million,United States of America,United States of America,health care,Employed for wages,female,1,40000,1,English,NA,bachelor's degree,Ecology and Evolutionary Biology,0
23,"between 100,000 and 1 million",Mexico,Mexico,NA,Not working but looking for work,male,0,NA,0,Spanish,NA,"some college credit, no degree",NA,0
31,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,female,0,95000,0,English,married or domestic partnership,bachelor's degree,Political Science and Government,0
33,more than 1 million,United States of America,United States of America,architecture or physical engineering,Employed for wages,male,1,42000,0,English,married or domestic partnership,bachelor's degree,Computer Science,0
34,"less than 100,000",United States of America,United States of America,software development and IT,Self-employed freelancer,female,0,NA,0,NA,married or domestic partnership,master's degree (non-professional),Telecommunications Technician,0
29,"between 100,000 and 1 million",United States of America,United States of America,NA,A stay-at-home parent or homemaker,female,1,NA,0,English,NA,"some college credit, no degree",NA,0
25,"between 100,000 and 1 million",United States of America,United States of America,sales,Employed for wages,female,0,16000,0,English,NA,bachelor's degree,Political Science,0
28,"between 100,000 and 1 million",United States of America,United States of America,transportation,Employed for wages,male,0,75000,0,English,NA,bachelor's degree,Mechanical Engineering,0
41,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,female,1,NA,0,English,married or domestic partnership,"some college credit, no degree",NA,0
14,"between 100,000 and 1 million",Australia,Australia,NA,Not working and not looking for work,genderqueer,0,NA,0,English,NA,high school diploma or equivalent (GED),NA,0
25,"between 100,000 and 1 million",United States of America,Korea South,education,Employed for wages,female,1,19397,1,English,NA,bachelor's degree,Animal Science,0
NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,1,NA,1,English,NA,bachelor's degree,Business Administration,0
35,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,1,120000,0,English,married or domestic partnership,master's degree (non-professional),Electrical Engineering,0
25,"less than 100,000",Germany,Germany,NA,NA,male,0,NA,0,German,NA,"some college credit, no degree",NA,0
32,"less than 100,000",United States of America,United States of America,finance,Employed for wages,male,1,75000,0,English,NA,bachelor's degree,Finance,0
30,"between 100,000 and 1 million",United States of America,United States of America,sales,Employed for wages,male,0,50000,0,English,NA,high school diploma or equivalent (GED),NA,0
27,more than 1 million,United States of America,United States of America,office and administrative support,Employed for wages,female,1,35000,0,English,NA,bachelor's degree,Kinesiology and Exercise Science,0
27,"less than 100,000",United States of America,United States of America,health care,Employed for wages,female,1,22550,NA,English,NA,bachelor's degree,Environmental Science,0
42,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,female,0,NA,1,Haitian Creole,NA,bachelor's degree,Economics,0
46,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,0,NA,0,English,NA,master's degree (non-professional),English,0
46,"between 100,000 and 1 million",United States of America,United States of America,office and administrative support,Employed for wages,male,1,52000,0,English,married or domestic partnership,"some college credit, no degree",NA,0
27,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,40000,0,English,NA,bachelor's degree,Geography,0
43,more than 1 million,United States of America,United States of America,NA,NA,female,1,NA,0,English,married or domestic partnership,bachelor's degree,"Theatre, Arts, and Media Management",0
28,"between 100,000 and 1 million",United States of America,Japan,education,Employed for wages,agender,1,23000,1,English,NA,bachelor's degree,Biblical Studies,0
44,"less than 100,000",United States of America,United States of America,NA,Employed for wages,female,1,NA,1,English,divorced,"some college credit, no degree",NA,0
38,more than 1 million,United Kingdom,Vietnam,education,Self-employed freelancer,male,0,20000,1,English,NA,"trade, technical, or vocational training",NA,0
NA,more than 1 million,NA,NA,NA,Self-employed business owner,female,1,NA,0,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",International Relations,0
18,"less than 100,000",Australia,Australia,sales,Employed for wages,male,0,7500,0,English,NA,some high school,NA,0
37,"between 100,000 and 1 million",Philippines,United States of America,software development and IT,Employed for wages,female,0,155000,1,English,married or domestic partnership,"trade, technical, or vocational training",NA,0
23,more than 1 million,United States of America,United States of America,office and administrative support,Employed for wages,female,0,27000,1,English,NA,bachelor's degree,Economics,0
23,"between 100,000 and 1 million",Canada,Canada,construction and extraction,Employed for wages,male,1,20000,0,English,NA,"some college credit, no degree",NA,0
27,more than 1 million,Australia,Australia,software development and IT,Employed for wages,male,0,30000,0,English,NA,bachelor's degree,Economics,0
24,"between 100,000 and 1 million",United States of America,United States of America,NA,NA,female,1,NA,1,English,NA,bachelor's degree,Economics,0
27,more than 1 million,Australia,Australia,NA,Employed for wages,female,1,70000,0,English,NA,bachelor's degree,Human Resources Management,0
NA,"between 100,000 and 1 million",United States of America,United States of America,NA,A stay-at-home parent or homemaker,female,1,NA,1,English,NA,bachelor's degree,Computer Science,0
23,"less than 100,000",United States of America,United States of America,software development and IT,Self-employed freelancer,female,0,NA,1,English,NA,Ph.D.,NA,0
