IsSoftwareDev,Age,AttendedBootcamp,CityPopulation,CountryCitizen,CountryLive,EmploymentStatus,Gender,HasDebt,HasFinancialDependents,HasHighSpdInternet,HasServedInMilitary,HoursLearning,IsEthnicMinority,IsReceiveDiabilitiesBenefits,LanguageAtHome,MoneyForLearning,MonthsProgramming,SchoolDegree
0,27,0,more than 1 million,Canada,Canada,Self-employed freelancer,female,0,1,1,0,6,1,0,English,2400,8,bachelor's degree
0,28,0,more than 1 million,Kenya,Kenya,Self-employed freelancer,female,0,0,1,0,35,0,0,Swahili,2000,6,bachelor's degree
0,20,0,"between 100,000 and 1 million",India,India,Not working and not looking for work,male,0,0,1,0,5,0,0,Hindi,0,4,"some college credit, no degree"
1,23,0,"between 100,000 and 1 million",Germany,"Netherlands (Holland, Europe)",Not working and not looking for work,male,1,0,1,0,6,0,0,English,60,18,high school diploma or equivalent (GED)
0,36,0,more than 1 million,United States of America,United States of America,Employed for wages,female,1,1,1,0,2,1,0,English,3000,12,associate's degree
0,21,0,more than 1 million,Belarus,Belarus,Not working but looking for work,female,0,0,1,0,15,0,0,Russian,0,2,high school diploma or equivalent (GED)
0,42,0,more than 1 million,Australia,Australia,Employed for wages,male,1,0,1,0,20,0,0,Russian,1000,3,"some college credit, no degree"
0,18,0,more than 1 million,India,India,Not working but looking for work,male,0,0,0,0,5,0,0,Hindi,0,5,high school diploma or equivalent (GED)
0,29,0,"between 100,000 and 1 million",Romania,Romania,Employed for wages,male,0,0,1,0,20,0,0,Romanian,1000,9,bachelor's degree
1,26,0,"less than 100,000",India,India,Employed for wages,male,0,0,0,0,10,0,0,Punjabi,,60,"professional degree (MBA, MD, JD, etc.)"
0,32,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,60,0,0,English,0,24,bachelor's degree
0,29,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,0,3,associate's degree
0,19,0,"between 100,000 and 1 million",Italy,Italy,Not working and not looking for work,male,0,0,1,0,28,0,0,Italian,0,1,some high school
0,23,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,1,0,1,0,4,0,0,English,100,24,bachelor's degree
1,26,0,more than 1 million,Russia,Russia,Employed for wages,male,0,0,1,,10,0,,Russian,500,60,bachelor's degree
0,42,0,"less than 100,000",United Kingdom,Chile,Self-employed freelancer,male,0,1,1,1,5,0,0,English,0,12,"professional degree (MBA, MD, JD, etc.)"
0,22,0,more than 1 million,India,India,Not working but looking for work,male,0,0,1,0,15,0,0,Hindi,0,30,bachelor's degree
0,30,0,"less than 100,000",United States of America,United Arab Emirates,Employed for wages,female,1,0,1,0,35,1,0,English,200,3,"professional degree (MBA, MD, JD, etc.)"
1,24,0,more than 1 million,Indonesia,Indonesia,Employed for wages,male,0,1,1,0,20,1,0,Indonesian,0,11,bachelor's degree
0,22,0,more than 1 million,Ukraine,Ukraine,Not working but looking for work,genderqueer,0,0,1,0,50,0,0,Russian,0,4,bachelor's degree
0,22,0,"between 100,000 and 1 million",United Kingdom,United Kingdom,Employed for wages,male,1,0,1,0,5,0,0,English,0,36,bachelor's degree
1,25,0,more than 1 million,Spain,Spain,Employed for wages,male,0,0,0,0,10,0,0,Spanish,0,3,master's degree (non-professional)
0,42,0,more than 1 million,Brazil,Brazil,Not working and not looking for work,male,0,1,1,0,30,0,0,Portuguese,3000,3,bachelor's degree
0,27,0,"between 100,000 and 1 million",France,France,Employed for wages,male,0,0,1,0,7,0,0,French,80,5,bachelor's degree
0,17,0,"between 100,000 and 1 million",United States of America,United States of America,Doing an unpaid internship,male,0,0,1,0,15,1,0,Spanish,0,30,some high school
0,49,0,more than 1 million,,United Kingdom,A stay-at-home parent or homemaker,female,1,1,1,0,0,1,0,Latvian,0,0,"trade, technical, or vocational training"
0,31,0,more than 1 million,Ethiopia,Ethiopia,Not working but looking for work,female,0,1,0,0,10,0,0,Amharic,,0,"some college credit, no degree"
0,38,0,"less than 100,000",India,India,Employed for wages,male,0,0,,,,0,,Malayalam,,6,"trade, technical, or vocational training"
0,36,0,"between 100,000 and 1 million",United Kingdom,United Kingdom,Employed for wages,male,0,0,1,0,10,0,0,English,200,20,bachelor's degree
0,15,0,"less than 100,000",United States of America,United States of America,Not working and not looking for work,female,0,0,1,0,10,0,0,English,0,24,some high school
0,31,0,"less than 100,000",Belgium,Belgium,Employed for wages,male,0,1,1,0,16,0,0,Dutch,0,1,no high school (secondary school)
0,28,0,more than 1 million,Malaysia,Malaysia,Not working and not looking for work,male,1,0,1,0,30,1,0,English,3000,2,bachelor's degree
0,28,0,"less than 100,000",Australia,France,Self-employed freelancer,male,0,1,0,0,5,0,0,English,0,2,bachelor's degree
0,27,0,more than 1 million,Germany,Mongolia,Not working but looking for work,male,0,0,0,0,20,0,0,Palatinate German,46,6,bachelor's degree
0,15,0,"less than 100,000",United States of America,United States of America,Not working and not looking for work,male,0,0,1,0,7,0,0,English,50,8,no high school (secondary school)
0,35,0,"between 100,000 and 1 million",Martinique,France,Self-employed freelancer,male,0,0,1,0,20,1,0,French,50,3,master's degree (non-professional)
0,35,0,more than 1 million,Thailand,Thailand,Employed for wages,male,0,0,1,0,15,0,0,Thai,3000,3,Ph.D.
0,30,0,more than 1 million,United Kingdom,United Kingdom,Employed for wages,male,0,0,1,0,50,0,0,English,0,24,"some college credit, no degree"
1,30,1,more than 1 million,Philippines,Philippines,Self-employed freelancer,female,0,0,1,0,,0,0,English,99,2,bachelor's degree
0,39,0,"between 100,000 and 1 million",Venezuela,Italy,Not working but looking for work,male,1,1,1,0,8,1,0,Spanish,120,12,"some college credit, no degree"
1,28,0,more than 1 million,Morocco,Morocco,Employed for wages,male,0,0,1,0,20,0,0,French,0,48,"professional degree (MBA, MD, JD, etc.)"
0,27,0,more than 1 million,Russia,Russia,Employed for wages,male,0,0,1,0,3,0,0,Russian,100,2,bachelor's degree
0,23,0,"less than 100,000",Greece,Greece,Not working and not looking for work,male,0,0,1,0,20,0,0,Greek,0,40,master's degree (non-professional)
1,23,0,"less than 100,000",Brazil,Brazil,Employed for wages,male,1,0,1,0,2,0,0,Portuguese,30,66,"trade, technical, or vocational training"
0,40,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,15,0,0,English,600,24,bachelor's degree
0,20,0,"between 100,000 and 1 million",India,India,Not working but looking for work,male,0,0,0,0,30,0,0,Punjabi,0,3,no high school (secondary school)
1,21,0,more than 1 million,Ukraine,,Employed for wages,female,0,0,1,0,20,0,0,Russian,0,3,bachelor's degree
0,20,0,"between 100,000 and 1 million",Poland,Poland,Not working but looking for work,male,0,0,1,0,5,0,0,Polish,0,5,high school diploma or equivalent (GED)
0,50,0,more than 1 million,India,India,Not working but looking for work,male,0,1,1,0,12,0,0,English,100,3,"trade, technical, or vocational training"
0,51,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,0,1,1,0,20,1,0,English,25,2,bachelor's degree
0,27,0,"less than 100,000",Belgium,Belgium,Employed for wages,male,0,0,1,0,2,0,0,Dutch,500,12,master's degree (non-professional)
0,17,0,"less than 100,000",United States of America,United States of America,,male,0,0,1,0,5,0,0,English,40,18,some high school
0,22,0,"less than 100,000",Croatia,Croatia,Not working but looking for work,male,0,0,1,0,20,0,0,Croatian,0,1,bachelor's degree
0,24,0,more than 1 million,Nigeria,Nigeria,Not working but looking for work,male,0,0,0,0,40,0,0,Hausa,57,48,no high school (secondary school)
1,30,0,more than 1 million,Canada,Canada,Employed for wages,female,0,0,1,0,4,0,0,French,300,24,bachelor's degree
0,33,0,"between 100,000 and 1 million",Spain,Spain,Not working but looking for work,male,1,0,1,0,18,0,0,Asturian,450,5,"some college credit, no degree"
0,29,0,more than 1 million,Syria,Syria,Not working but looking for work,male,0,1,0,0,9,0,0,Arabic,0,3,"professional degree (MBA, MD, JD, etc.)"
0,16,0,"less than 100,000",France,France,Unable to work,male,0,0,0,0,10,0,0,French,0,24,some high school
0,23,0,more than 1 million,Pakistan,Saudi Arabia,Not working but looking for work,female,0,0,1,0,40,0,0,Urdu,0,10,"professional degree (MBA, MD, JD, etc.)"
0,15,0,"between 100,000 and 1 million",United Kingdom,United Kingdom,Not working and not looking for work,male,0,0,0,0,3,0,0,English,0,30,some high school
0,21,0,"less than 100,000",Belgium,Belgium,Not working and not looking for work,male,0,0,1,0,6,0,0,Dutch,300,6,"some college credit, no degree"
1,45,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,5,1,0,English,3000,288,master's degree (non-professional)
0,32,0,more than 1 million,United States of America,United States of America,Employed for wages,female,1,0,1,0,5,1,0,English,0,1,"professional degree (MBA, MD, JD, etc.)"
0,15,0,more than 1 million,Poland,Poland,A stay-at-home parent or homemaker,male,0,0,1,0,70,0,0,Polish,0,1,no high school (secondary school)
0,35,0,"between 100,000 and 1 million",Portugal,Portugal,Employed for wages,male,1,1,1,0,14,0,0,Portuguese,5000,6,"trade, technical, or vocational training"
0,20,0,"less than 100,000",Morocco,Morocco,Not working but looking for work,male,0,0,0,0,28,0,0,Arabic,20,6,high school diploma or equivalent (GED)
0,15,0,more than 1 million,Vietnam,Vietnam,Not working and not looking for work,male,0,0,0,0,5,0,0,Vietnamese,0,20,some high school
0,17,0,"less than 100,000",United States of America,United States of America,,male,0,0,1,0,2,0,0,French,0,4,high school diploma or equivalent (GED)
1,33,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,2,0,0,English,250,72,"some college credit, no degree"
1,,0,"between 100,000 and 1 million",,,,male,,,,,,,,,,,
0,30,0,"less than 100,000",Albania,Belgium,Not working but looking for work,male,0,0,1,0,10,0,0,French,0,1,some high school
0,53,0,"between 100,000 and 1 million",Nigeria,United Kingdom,Employed for wages,male,0,1,1,0,10,1,0,Igbo,0,1,master's degree (non-professional)
0,16,0,"less than 100,000",United Kingdom,United Kingdom,Not working and not looking for work,male,0,0,0,0,7,0,0,English,50,12,some high school
0,38,0,"between 100,000 and 1 million","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",Employed for wages,male,1,1,1,0,8,0,0,Dutch,200,2,"trade, technical, or vocational training"
0,34,0,"between 100,000 and 1 million",Canada,Canada,Employed for wages,male,,0,,,6,,0,English,150,10,"professional degree (MBA, MD, JD, etc.)"
0,19,0,"less than 100,000",Poland,Poland,A stay-at-home parent or homemaker,male,0,0,1,0,4,0,0,Polish,1200,10,high school diploma or equivalent (GED)
0,62,0,more than 1 million,United States of America,United States of America,Employed for wages,female,0,0,1,0,1,1,0,English,0,1,bachelor's degree
1,25,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,0,0,1,0,1,0,0,English,0,12,master's degree (non-professional)
0,31,0,more than 1 million,Canada,Colombia,Employed for wages,male,1,1,1,0,10,0,0,Spanish,0,14,bachelor's degree
0,25,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,60,6,bachelor's degree
0,41,0,more than 1 million,Switzerland,Australia,Self-employed freelancer,male,0,1,1,0,20,0,0,English,100,2,bachelor's degree
1,33,0,more than 1 million,Brazil,Brazil,Employed for wages,male,1,0,1,0,14,1,0,Portuguese,1000,144,bachelor's degree
1,30,0,"between 100,000 and 1 million",Croatia,Croatia,Employed for wages,male,1,1,1,0,2,0,0,Croatian,500,12,master's degree (non-professional)
0,13,0,"between 100,000 and 1 million",Israel,United States of America,Unable to work,male,0,0,0,0,5,0,0,Russian,0,12,some high school
0,24,0,more than 1 million,Greece,Greece,Not working but looking for work,male,0,0,1,0,6,0,0,Greek,300,7,associate's degree
0,35,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,4,0,0,English,0,6,"trade, technical, or vocational training"
0,60,0,"between 100,000 and 1 million",United States of America,United States of America,Not working and not looking for work,female,0,0,1,0,8,0,0,English,0,0,master's degree (non-professional)
0,50,0,"less than 100,000",United States of America,United States of America,A stay-at-home parent or homemaker,,0,1,1,1,10,0,0,English,15,1,"some college credit, no degree"
0,20,0,more than 1 million,Philippines,Philippines,,male,0,0,0,0,25,1,0,English,300,3,
1,28,0,more than 1 million,Nigeria,Niger,Employed for wages,male,1,1,0,0,3,0,0,English,1000,18,bachelor's degree
0,26,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,0,1,bachelor's degree
0,31,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,15,0,0,English,100,24,"some college credit, no degree"
0,27,0,more than 1 million,United Kingdom,United Arab Emirates,Employed for wages,male,0,0,1,0,15,1,0,Somali,85,12,bachelor's degree
0,33,0,more than 1 million,Poland,Poland,Employed for wages,male,1,1,1,0,2,0,0,Polish,0,24,master's degree (non-professional)
0,26,0,"between 100,000 and 1 million",Malaysia,United States of America,Employed for wages,female,0,0,1,0,5,1,0,English,489,7,bachelor's degree
0,50,0,"less than 100,000",Italy,Italy,Not working but looking for work,male,0,0,1,1,10,0,0,Italian,0,12,high school diploma or equivalent (GED)
1,41,0,"between 100,000 and 1 million",Italy,Italy,Employed for wages,male,1,1,1,0,8,0,0,Italian,200,240,master's degree (non-professional)
0,33,0,"less than 100,000",Russia,Finland,Not working but looking for work,female,1,1,1,0,1,1,0,Russian,0,1,bachelor's degree
0,31,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,1,1,1,0,3,0,0,English,0,5,bachelor's degree
0,26,0,more than 1 million,United States of America,United States of America,Employed for wages,female,1,0,1,0,8,0,0,English,700,6,bachelor's degree
0,53,0,more than 1 million,Greece,Greece,Self-employed freelancer,male,1,1,1,1,8,0,0,Greek,200,1,master's degree (non-professional)
0,28,0,,Australia,,,male,0,,,,5,,,,0,1,"some college credit, no degree"
1,37,0,"between 100,000 and 1 million",Venezuela,Costa Rica,Employed for wages,male,0,1,1,0,6,0,0,Spanish,0,4,bachelor's degree
0,30,0,"between 100,000 and 1 million",Belgium,Belgium,Employed for wages,male,0,1,1,1,11,0,0,French,3000,2,"trade, technical, or vocational training"
1,21,0,more than 1 million,Nigeria,Nigeria,Self-employed freelancer,female,0,1,0,0,10,0,0,English,150,10,bachelor's degree
0,29,0,"between 100,000 and 1 million",Israel,Israel,Employed for wages,male,0,0,1,1,4,0,0,Hebrew,0,2,bachelor's degree
0,34,0,more than 1 million,Italy,Italy,Employed for wages,male,0,0,1,0,2,0,0,Italian,0,6,bachelor's degree
,47,0,"between 100,000 and 1 million",United States of America,Korea South,Employed for wages,female,1,0,1,0,5,1,0,English,20,5,"professional degree (MBA, MD, JD, etc.)"
0,27,0,more than 1 million,Russia,Russia,Employed for wages,male,0,1,1,0,10,0,0,Russian,50,5,"some college credit, no degree"
0,23,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,1,0,1,0,2,1,0,English,0,3,high school diploma or equivalent (GED)
1,51,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,0,0,1,0,4,0,0,English,5000,360,bachelor's degree
0,37,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,4,0,0,English,600,48,master's degree (non-professional)
1,36,0,more than 1 million,Spain,Spain,Employed for wages,male,0,1,1,0,8,0,0,Catalan,0,50,"some college credit, no degree"
,57,,more than 1 million,Canada,Canada,Employed for wages,female,1,0,1,0,5,0,0,French,500,3,bachelor's degree
0,45,0,"less than 100,000",Bermuda,Bermuda,Employed for wages,male,0,0,1,0,20,0,0,English,50,4,associate's degree
0,19,0,"less than 100,000",Liberia,Liberia,Not working but looking for work,male,0,0,0,0,24,0,0,English,100,24,high school diploma or equivalent (GED)
0,20,0,more than 1 million,Kenya,Kenya,Not working but looking for work,male,0,0,0,0,90,0,0,Swahili,30,24,bachelor's degree
1,19,0,more than 1 million,Brazil,Brazil,Employed for wages,male,0,1,0,0,15,0,0,Portuguese,0,30,high school diploma or equivalent (GED)
0,35,0,more than 1 million,Canada,Canada,Employed for wages,male,0,0,1,0,25,0,0,French,100,3,master's degree (non-professional)
0,37,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,40,0,0,English,200,36,associate's degree
